name	task	errors	der_level3	der_level4	der_level5	der_level6	group	mci	freq_finite_forms	freq_aux	num_inf	num_gerunds	num_pres_sing	num_pres_plur	num_past_part	num_past_simple	Symbols	Tokens	Length
2017_ABl_31_1,txt	graph	4	0.000	0.209	0.023	0.047	1	3	0.555555556	0.666666667	2	1	1	0	1	8	900	146	100+
2017_DPe_61_1,txt	graph	4	0.000	0.211	0.000	0.026	1	2.75	0.5	0.5	2	0	6	0	5	5	933	161	150+
2017_DPe_83_1,txt	graph	4	0.000	0.146	0.073	0.024	1	1	0.583333333	0.833333333	3	1	9	0	2	1	949	164	150+
2017_EGe_103_1,txt	graph	4	0.091	0.018	0.073	0.073	1	3	0.423076923	0.576923077	7	0	10	0	9	1	1385	249	200+
2017_EGe_270_1,txt	graph	4	0.000	0.159	0.023	0.000	1	3.25	0.470588235	0.470588235	2	1	12	0	6	0	972	161	150+
2017_EGe_80_1,txt	graph	4	0.019	0.038	0.000	0.000	1	4.5	0.125	0.458333333	7	4	8	0	11	1	1315	238	200+
2017_OBy_43_1,txt	graph	4	0.000	0.122	0.049	0.000	1	3	0.277777778	0.722222222	3	3	9	0	7	0	1011	161	150+
2017_VSa_50_1,txt	graph	4	0.031	0.125	0.063	0.000	1	4.25	0.307692308	1.307692308	10	1	4	0	1	1	1071	198	150+
2017_VSa_51_1,txt	graph	4	0.018	0.036	0.018	0.107	1	4.25	0.35	0.75	8	3	4	0	4	10	1342	241	200+
2017_VSa_53_1,txt	graph	4	0.093	0.070	0.047	0.116	1	4.75	0.466666667	0.666666667	5	1	3	0	4	6	1018	173	150+
2017_VSa_81_1,txt	graph	4	0.022	0.022	0.000	0.261	1	1.75	0.217391304	0.695652174	15	0	3	0	3	3	1272	222	200+
2017_VSa_86_1,txt	graph	4	0.038	0.077	0.077	0.103	1	6	0.518518519	0.777777778	11	1	16	0	4	3	1625	281	250+
2017_VSa_87_1,txt	graph	4	0.077	0.026	0.026	0.077	1	3.75	0.055555556	0.833333333	11	4	5	0	2	0	993	172	150+
2019_EEr_161_1,txt	graph	4	0.041	0.014	0.054	0.014	1	4.25	0.529411765	0.352941176	3	0	3	0	3	0	1177	197	150+
2019_EEr_162_1,txt	graph	4	0.000	0.042	0.014	0.014	1	4.5	0.526315789	0.736842105	4	1	7	1	5	0	1398	245	200+
2014_AAl_14_1,txt	graph	3	0.024	0.143	0.071	0.071	1	3.5	0.571428571	0.642857143	2	0	1	0	6	10	1159	212	200+
2014_ADe_3_1,txt	graph	3	0.051	0.102	0.119	0.068	1	3.5	0.421052632	0.894736842	6	0	3	0	9	13	1208	211	200+
2014_AMe_11_1,txt	graph	3	0.000	0.075	0.050	0.075	1	1.75	0.75	1	1	0	0	1	1	7	943	148	100+
2014_DZu_14_1,txt	graph	3	0.000	0.045	0.045	0.000	1	0.5	0.333333333	2	1	0	5	0	1	0	622	98	<100
2014_DZu_20_1,txt	graph	3	0.021	0.021	0.043	0.021	1	4.75	0.461538462	0.692307692	0	5	10	0	2	2	1044	176	150+
2014_DZu_22_1,txt	graph	3	0.022	0.067	0.044	0.022	1	4	0.210526316	0.684210526	5	6	6	0	5	7	958	168	150+
2014_DZu_27_1,txt	graph	3	0.000	0.020	0.061	0.041	1	4.25	0.3125	0.6875	5	5	8	0	3	0	1092	176	150+
2014_DZu_3_1,txt	graph	3	0.000	0.020	0.000	0.000	1	3.25	0.266666667	1.133333333	2	1	9	0	9	3	1139	199	150+
2014_DZu_6_1,txt	graph	3	0.000	0.098	0.049	0.024	1	1.25	0.705882353	0.294117647	3	0	9	0	2	1	865	145	100+
2014_EEm_28_1,txt	graph	3	0.000	0.200	0.000	0.000	1	4.5	0.5	0.5625	3	1	1	0	6	8	992	186	150+
2014_EPa_40_1,txt	graph	3	0.029	0.086	0.057	0.029	1	2.75	0.666666667	0.777777778	3	0	3	0	0	3	856	144	100+
2014_EPa_9_1,txt	graph	3	0.026	0.026	0.000	0.103	1	1.25	0.428571429	1	2	2	4	0	0	0	919	167	150+
2014_EZa_46_1,txt	graph	3	0.081	0.027	0.054	0.081	1	2.75	0.529411765	0.529411765	6	0	9	0	2	1	935	149	100+
2014_LPo_10_1,txt	graph	3	0.114	0.057	0.057	0.057	1	4.75	0.625	0.5	1	0	1	0	4	17	879	163	150+
2014_LPo_12_1,txt	graph	3	0.077	0.000	0.051	0.051	1	2	0.4375	1.1875	8	1	7	0	6	3	1111	216	200+
2014_VPe_10_1,txt	graph	3	0.107	0.000	0.036	0.071	1	2.5	0.466666667	0.466666667	5	1	0	0	2	3	816	155	150+
2014_VPe_15_1,txt	graph	3	0.025	0.000	0.075	0.000	1	3.75	0.866666667	0.466666667	1	0	11	0	1	1	1050	189	150+
2014_VPe_32_1,txt	graph	3	0.000	0.129	0.065	0.129	1	3.5	0.727272727	0.272727273	3	0	7	0	0	3	805	142	100+
2014_VPe_42_1,txt	graph	3	0.032	0.226	0.000	0.000	1	3.5	0.222222222	0.833333333	10	2	2	1	6	5	834	164	150+
2016_EKu_145_1,txt	graph	3	0.128	0.051	0.000	0.128	1	4.75	0.25	0.25	4	2	2	0	10	14	1602	270	250+
2016_JSl_12_1,txt	graph	3	0.000	0.152	0.000	0.061	1	0.75	0.636363636	0.818181818	4	0	5	0	0	5	997	178	150+
2016_JSl_168_1,txt	graph	3	0.017	0.183	0.033	0.017	1	4	0.260869565	0.260869565	1	1	2	0	8	10	1079	175	150+
2016_JSl_30_1,txt	graph	3	0.000	0.073	0.024	0.098	1	4	0.7	0.6	2	1	9	0	1	2	969	167	150+
2016_OR_10_1,txt	graph	3	0.082	0.184	0.041	0.082	1	5.25	0.736842105	0.421052632	1	0	8	0	3	4	1190	196	150+
2016_OR_116_1,txt	graph	3	0.053	0.053	0.035	0.018	1	3.25	0.5	0.714285714	3	2	6	0	2	0	1045	166	150+
2016_OR_54_1,txt	graph	3	0.000	0.120	0.040	0.080	1	2.25	0.6	0.3	6	2	4	1	0	1	707	129	100+
2016_ZEv_26_1,txt	graph	3	0.015	0.121	0.030	0.030	1	5.5	0.388888889	0.777777778	6	2	7	0	5	10	1393	229	200+
2017_ABl_25_1,txt	graph	3	0.031	0.313	0.000	0.063	1	3.5	0.076923077	0.692307692	6	4	1	0	3	0	920	161	150+
2017_ABl_39_1,txt	graph	3	0.054	0.216	0.027	0.027	1	1.25	0.461538462	0.461538462	4	0	5	0	3	1	927	166	150+
2017_ABl_8_1,txt	graph	3	0.000	0.310	0.048	0.048	1	2	0.636363636	0.727272727	2	0	5	0	2	2	1125	193	150+
2017_DOv_1_1,txt	graph	3	0.058	0.038	0.115	0.000	1	4.25	0.3125	1.625	5	1	22	0	6	0	1304	225	200+
2017_DOv_25_1,txt	graph	3	0.031	0.062	0.077	0.077	1	6.25	0.434782609	0.304347826	2	3	8	1	9	2	1174	179	150+
2017_DOv_26_1,txt	graph	3	0.044	0.044	0.067	0.067	1	3.5	0.32	0.36	6	1	9	0	9	1	1252	224	200+
2017_DOv_27_1,txt	graph	3	0.038	0.154	0.038	0.000	1	3.25	0.416666667	0.833333333	5	0	7	1	3	1	715	125	100+
2017_DPe_12_1,txt	graph	3	0.000	0.250	0.000	0.000	1	2.5	0.416666667	0.916666667	5	0	6	0	3	3	871	157	150+
2017_DPe_3_1,txt	graph	3	0.026	0.231	0.026	0.000	1	2	0.727272727	1	3	0	4	0	1	13	981	185	150+
2017_DPe_41_1,txt	graph	3	0.000	0.077	0.000	0.077	1	4	0.5	0.666666667	0	0	5	0	6	5	886	151	150+
2017_EGe_220_1,txt	graph	3	0.000	0.143	0.024	0.024	1	1.25	0.5	1.3	0	0	3	0	5	3	1053	172	150+
2017_EGe_268_1,txt	graph	3	0.045	0.023	0.045	0.023	1	3.5	0.142857143	1.214285714	5	0	3	0	11	9	1054	177	150+
2017_MPa_14_1,txt	graph	3	0.031	0.000	0.000	0.000	1	1.75	0.181818182	1.818181818	16	0	0	0	1	1	1338	247	200+
2017_VSa_52_1,txt	graph	3	0.079	0.105	0.105	0.079	1	2.75	0.142857143	0.761904762	11	6	4	0	2	1	1047	185	150+
2017_VSa_65_1,txt	graph	3	0.026	0.026	0.000	0.000	1	4.25	0.647058824	0.117647059	0	3	10	0	2	0	862	152	150+
2017_VSa_71_1,txt	graph	3	0.040	0.020	0.060	0.060	1	6	0.238095238	0.80952381	8	3	9	0	7	4	1269	225	200+
2019_EEr_119_1,txt	graph	3	0.041	0.041	0.189	0.027	1	3.75	0.678571429	0.321428571	5	2	8	0	2	16	1790	318	250+
2014_AAl_26_1,txt	graph	2	0.023	0.182	0.045	0.136	1	3.5	0.25	1.083333333	6	1	3	0	5	5	1055	185	150+
2014_AAl_27_1,txt	graph	2	0.070	0.047	0.047	0.047	1	5.25	0.428571429	0.785714286	5	2	6	0	4	4	1069	192	150+
2014_AAl_3_1,txt	graph	2	0.000	0.087	0.022	0.130	1	6	0.590909091	0.318181818	3	2	13	0	4	0	1198	211	200+
2014_AAl_30_1,txt	graph	2	0.000	0.023	0.000	0.023	1	4	0.15	0.95	11	2	2	0	7	7	1166	218	200+
2014_AAl_31_1,txt	graph	2	0.026	0.103	0.051	0.077	1	3.75	0.1875	0.625	4	3	5	0	8	4	1046	193	150+
2014_AAl_32_1,txt	graph	2	0.000	0.111	0.067	0.111	1	5	0.5	0.722222222	6	3	12	1	1	1	1010	182	150+
2014_AMe_19_1,txt	graph	2	0.000	0.021	0.021	0.043	1	2.75	0.833333333	0.833333333	1	0	6	0	2	6	1051	162	150+
2014_DAr_15_1,txt	graph	2	0.031	0.250	0.094	0.063	1	2.75	0.4	1.4	7	0	4	0	3	0	964	183	150+
2014_DAr_39_1,txt	graph	2	0.026	0.231	0.026	0.026	1	2.75	0.416666667	0.75	4	0	3	0	3	1	904	165	150+
2014_DZu_32_1,txt	graph	2	0.045	0.045	0.045	0.000	1	5.25	0.1875	1.0625	3	4	12	0	7	2	1081	194	150+
2014_DZu_40_1,txt	graph	2	0.029	0.000	0.029	0.000	1	2.25	0.6	1.1	0	0	13	0	3	2	824	145	100+
2014_EEm_33_1,txt	graph	2	0.021	0.063	0.104	0.104	1	5.5	0.428571429	0.714285714	2	2	7	0	3	2	1110	193	150+
2014_EEm_8_1,txt	graph	2	0.000	0.233	0.133	0.133	1	3.25	0.1875	0.6875	9	0	3	0	5	0	901	168	150+
2014_EPa_52_1,txt	graph	2	0.054	0.108	0.135	0.000	1	3	0.555555556	1.444444444	4	0	9	0	1	2	1061	199	150+
2014_EPa_54_1,txt	graph	2	0.029	0.114	0.029	0.029	1	3.75	0.4	1.133333333	10	1	5	0	2	1	959	176	150+
2014_EPa_71_1,txt	graph	2	0.036	0.109	0.000	0.073	1	4.25	0.266666667	1.266666667	8	1	8	0	4	0	1385	242	200+
2014_ESha_43_1,txt	graph	2	0.018	0.193	0.053	0.035	1	3.5	0.294117647	0.588235294	6	1	4	0	5	4	1186	207	200+
2014_ESha_52_1,txt	graph	2	0.000	0.098	0.049	0.049	1	3.5	0.352941176	0.764705882	6	3	8	0	3	0	1116	198	150+
2014_ESha_70_1,txt	graph	2	0.050	0.175	0.025	0.100	1	3.25	0.5	1.1	8	0	1	0	1	3	933	166	150+
2014_EZa_43_1,txt	graph	2	0.026	0.026	0.000	0.077	1	3	0.2	0.666666667	4	3	1	0	5	8	923	152	150+
2014_LPo_11_1,txt	graph	2	0.031	0.031	0.031	0.031	1	3.75	0.5	0.444444444	6	0	0	0	4	7	1000	184	150+
2014_LPo_14_1,txt	graph	2	0.079	0.211	0.053	0.053	1	5.5	0.5	0.5625	0	1	11	0	7	4	985	174	150+
2014_LPo_15_1,txt	graph	2	0.034	0.138	0.052	0.086	1	5	0.269230769	0.769230769	7	2	8	0	11	11	1602	304	250+
2014_MGr_17_1,txt	graph	2	0.039	0.039	0.059	0.020	1	3.25	0.666666667	1	1	0	14	0	3	0	1199	205	200+
2014_MGr_23_1,txt	graph	2	0.000	0.029	0.029	0.029	1	2	0.333333333	0.428571429	4	6	7	0	1	1	824	155	150+
2014_MTsy_30_1,txt	graph	2	0.018	0.164	0.036	0.036	1	4.25	0.125	1.125	9	2	6	0	4	2	1282	230	200+
2014_TSha_12_1,txt	graph	2	0.120	0.060	0.020	0.100	1	4.25	0.523809524	0.428571429	3	1	7	0	7	11	1190	210	200+
2014_TSha_14_1,txt	graph	2	0.029	0.086	0.057	0.086	1	4	0.409090909	0.5	8	2	7	0	4	5	1010	185	150+
2014_TSha_16_1,txt	graph	2	0.000	0.086	0.029	0.171	1	4.25	0.333333333	0.6	4	1	5	0	6	5	842	148	100+
2014_TSha_22_1,txt	graph	2	0.114	0.029	0.029	0.229	1	2.5	0.636363636	0.909090909	1	0	11	0	3	2	933	168	150+
2014_TSha_5_1,txt	graph	2	0.023	0.091	0.000	0.091	1	4	0.380952381	0.380952381	2	1	3	0	11	10	1068	202	200+
2014_VPe_29_1,txt	graph	2	0.121	0.182	0.030	0.121	1	5	0.5	0.214285714	2	3	8	0	2	2	843	151	150+
2014_VPe_40_1,txt	graph	2	0.024	0.098	0.024	0.146	1	3.25	0.545454545	0.545454545	2	1	1	1	2	5	953	174	150+
2014_VPe_45_1,txt	graph	2	0.114	0.057	0.000	0.114	1	2.25	0.363636364	1	3	0	6	0	4	2	964	181	150+
2016_EKu_12_1,txt	graph	2	0.020	0.140	0.000	0.020	1	3.5	0.36	0.2	4	1	1	0	7	8	1155	189	150+
2016_EKu_134_1,txt	graph	2	0.066	0.016	0.082	0.000	1	6.75	0.36	0.44	5	2	11	0	9	2	1480	256	250+
2016_EKu_21_1,txt	graph	2	0.021	0.000	0.125	0.000	1	6	0.333333333	0.476190476	8	5	7	0	1	6	1132	202	200+
2016_EKu_40_1,txt	graph	2	0.019	0.000	0.000	0.000	1	5.75	0.208333333	0.416666667	4	7	4	0	5	6	1189	214	200+
2016_EKu_45_1,txt	graph	2	0.038	0.151	0.000	0.038	1	4.25	0.1	0.8	3	1	6	0	11	5	1087	190	150+
2016_EKu_60_1,txt	graph	2	0.064	0.051	0.026	0.038	1	4.75	0.321428571	0.464285714	7	6	10	0	3	2	1608	282	250+
2016_EKu_90_1,txt	graph	2	0.027	0.160	0.027	0.013	1	3.5	0.259259259	0.407407407	2	3	3	0	12	11	1455	240	200+
2016_EKu_94_1,txt	graph	2	0.000	0.133	0.089	0.000	1	3.75	0.545454545	0.818181818	2	3	10	0	0	4	868	152	150+
2016_JSl_144_1,txt	graph	2	0.064	0.085	0.021	0.085	1	4	0.421052632	0.421052632	1	4	8	0	7	6	1029	174	150+
2016_JSl_41_1,txt	graph	2	0.024	0.095	0.000	0.071	1	6.5	0.277777778	0.555555556	8	3	7	0	4	0	1044	185	150+
2016_JSl_8_1,txt	graph	2	0.077	0.128	0.026	0.128	1	3.75	0.615384615	0.384615385	2	2	4	0	0	4	968	161	150+
2016_JSl_9_1,txt	graph	2	0.000	0.074	0.019	0.056	1	3.25	0.529411765	0.941176471	5	1	13	0	2	6	1423	262	250+
2016_LKa_2_1,txt	graph	2	0.029	0.000	0.000	0.000	1	4	0.2	0.8	4	1	1	0	3	13	956	185	150+
2016_MTsy_28_1,txt	graph	2	0.038	0.192	0.038	0.000	1	3	0.333333333	0.533333333	6	3	5	0	1	2	922	153	150+
2016_MTsy_30_1,txt	graph	2	0.000	0.132	0.079	0.079	1	4.25	0.344827586	0.310344828	12	1	2	0	6	3	1036	190	150+
2016_MTsy_31_1,txt	graph	2	0.000	0.156	0.022	0.022	1	3.25	0.470588235	0.647058824	5	2	7	0	2	5	1047	188	150+
2016_MTsy_45_1,txt	graph	2	0.025	0.100	0.000	0.000	1	3.75	0.307692308	0.846153846	4	1	1	0	6	6	996	178	150+
2016_MTsy_50_1,txt	graph	2	0.045	0.091	0.023	0.000	1	4.75	0.473684211	0.736842105	6	3	5	0	3	8	1175	218	200+
2016_OR_101_1,txt	graph	2	0.088	0.147	0.147	0.029	1	3.75	0.4	0.8	1	3	9	0	2	0	962	168	150+
2016_OR_109_1,txt	graph	2	0.044	0.044	0.044	0.044	1	4.5	0.352941176	0.882352941	8	2	9	0	2	4	1138	196	150+
2016_OR_115_1,txt	graph	2	0.059	0.000	0.029	0.059	1	4.25	0.5	0.5	5	3	8	0	1	6	889	154	150+
2016_OR_127_1,txt	graph	2	0.035	0.000	0.053	0.018	1	6.75	0.571428571	0.380952381	1	1	7	0	5	4	1312	218	200+
2016_OR_135_1,txt	graph	2	0.024	0.000	0.000	0.048	1	4	0.380952381	0.238095238	4	5	4	0	4	2	897	147	100+
2016_OR_15_1,txt	graph	2	0.000	0.220	0.024	0.049	1	3.25	0.5	0.75	3	0	5	0	3	7	921	152	150+
2016_OR_29_1,txt	graph	2	0.000	0.130	0.019	0.074	1	3.25	0.485714286	0.428571429	16	2	6	0	2	4	1405	238	200+
2016_OR_39_1,txt	graph	2	0.027	0.027	0.081	0.000	1	3.25	0.285714286	0.214285714	4	4	4	0	1	0	783	134	100+
2016_OR_41_1,txt	graph	2	0.000	0.000	0.000	0.000	1	1	0.8	0.6	0	1	3	0	0	1	425	74	<100
2016_OR_6_1,txt	graph	2	0.056	0.167	0.028	0.028	1	3.25	0.545454545	0.636363636	1	0	6	0	5	1	959	173	150+
2016_OR_77_1,txt	graph	2	0.069	0.241	0.034	0.000	1	1.75	0.5	0.7	2	2	2	0	1	6	949	166	150+
2016_OR_9_1,txt	graph	2	0.100	0.267	0.033	0.100	1	2.75	0.692307692	0.538461538	3	1	9	0	1	2	923	162	150+
2016_ZEv_16_1,txt	graph	2	0.016	0.127	0.032	0.000	1	3.75	0.6	0.933333333	4	1	3	0	2	15	1534	277	250+
2017_ABl_16_1,txt	graph	2	0.054	0.189	0.027	0.027	1	3	0.571428571	0.5	2	2	2	0	2	10	851	153	150+
2017_ABl_7_1,txt	graph	2	0.000	0.150	0.050	0.025	1	2.25	0.571428571	0.642857143	2	2	12	0	3	3	965	167	150+
2017_ABl_9_1,txt	graph	2	0.000	0.200	0.050	0.025	1	1.75	0.416666667	0.916666667	2	1	2	0	5	9	989	169	150+
2017_DOv_19_1,txt	graph	2	0.073	0.024	0.098	0.024	1	4.5	0.4375	0.75	2	1	9	0	6	0	1050	171	150+
2017_DOv_22_1,txt	graph	2	0.026	0.053	0.079	0.026	1	4	0.388888889	0.666666667	4	0	9	0	6	2	1039	180	150+
2017_DPe_27_1,txt	graph	2	0.000	0.146	0.024	0.024	1	3.75	0.5	1	2	0	2	0	4	10	907	160	150+
2017_DPe_28_1,txt	graph	2	0.049	0.341	0.024	0.049	1	2	1	1.166666667	0	0	4	0	0	8	923	159	150+
2017_DPe_32_1,txt	graph	2	0.053	0.105	0.026	0.000	1	2.5	0.777777778	0.888888889	0	0	2	0	2	11	962	181	150+
2017_DPe_42_1,txt	graph	2	0.038	0.154	0.000	0.038	1	4.75	0.583333333	0.583333333	1	1	11	0	2	1	1053	178	150+
2017_DPe_43_1,txt	graph	2	0.000	0.205	0.026	0.077	1	3.25	0.545454545	0.545454545	1	1	4	1	4	3	867	147	100+
2017_DPe_54_1,txt	graph	2	0.000	0.143	0.000	0.000	1	3	0.333333333	1.5	3	1	4	0	1	4	745	135	100+
2017_DPe_57_1,txt	graph	2	0.034	0.241	0.034	0.103	1	2.25	0.333333333	0.533333333	6	0	6	0	4	1	859	157	150+
2017_DPe_74_1,txt	graph	2	0.019	0.151	0.000	0.038	1	3.75	0.25	0.7	2	2	13	0	12	2	1061	185	150+
2017_DPe_75_1,txt	graph	2	0.074	0.111	0.000	0.074	1	3.5	0.642857143	0.5	3	1	10	1	2	0	925	164	150+
2017_DPe_77_1,txt	graph	2	0.000	0.300	0.000	0.000	1	1.5	0.285714286	0.428571429	4	0	1	0	1	1	660	113	100+
2017_EGe_101_1,txt	graph	2	0.097	0.042	0.083	0.042	1	5.25	0.464285714	0.75	7	1	21	0	9	0	1600	279	250+
2017_EGe_120_1,txt	graph	2	0.143	0.095	0.143	0.000	1	3	0.5	1.0625	7	0	16	0	3	1	1213	221	200+
2017_EGe_143_1,txt	graph	2	0.019	0.077	0.019	0.038	1	3.5	0.52173913	0.260869565	4	1	2	0	6	14	1191	204	200+
2017_EGe_198_1,txt	graph	2	0.091	0.055	0.055	0.036	1	5.75	0.407407407	0.481481481	8	2	12	0	5	1	1287	227	200+
2017_EGe_214_1,txt	graph	2	0.065	0.032	0.000	0.000	1	2.25	0.5	0.5625	1	1	8	0	4	6	1006	185	150+
2017_EGe_232_1,txt	graph	2	0.118	0.029	0.147	0.000	1	1.5	0.8	0.5	1	0	7	0	1	1	837	134	100+
2017_EGe_71_1,txt	graph	2	0.023	0.000	0.000	0.023	1	4	0.25	0.35	8	4	5	0	5	2	944	167	150+
2017_EGe_79_1,txt	graph	2	0.000	0.024	0.146	0.000	1	3.25	0.384615385	0.846153846	3	0	7	0	6	1	1017	171	150+
2017_EGe_98_1,txt	graph	2	0.050	0.025	0.000	0.100	1	4.5	0.375	0.458333333	11	3	5	0	4	3	1092	194	150+
2017_MPa_11_1,txt	graph	2	0.045	0.000	0.045	0.045	1	2.5	0.571428571	0.428571429	1	1	0	0	1	6	990	195	150+
2017_MPa_12_1,txt	graph	2	0.049	0.073	0.024	0.098	1	3.25	0.384615385	0.923076923	6	1	1	0	2	7	1016	175	150+
2017_MPa_13_1,txt	graph	2	0.048	0.000	0.048	0.095	1	3.5	0.384615385	0.461538462	2	2	4	0	4	1	948	163	150+
2017_MPa_33_1,txt	graph	2	0.000	0.026	0.053	0.026	1	2.75	0.526315789	0.842105263	5	2	3	1	3	7	1155	205	200+
2017_MPa_4_1,txt	graph	2	0.000	0.000	0.000	0.025	1	3.75	0.705882353	0.058823529	1	0	0	0	2	3	1018	182	150+
2017_MPa_54_1,txt	graph	2	0.086	0.057	0.086	0.029	1	2.25	0.363636364	1.090909091	3	0	10	1	4	0	953	167	150+
2017_MPa_56_1,txt	graph	2	0.048	0.024	0.024	0.024	1	3	0.6	0.35	3	2	11	0	3	1	1093	187	150+
2017_OBy_112_1,txt	graph	2	0.000	0.194	0.028	0.028	1	3.25	0.416666667	0.833333333	2	1	4	0	4	7	862	150	150+
2017_OBy_125_1,txt	graph	2	0.038	0.135	0.038	0.019	1	3.5	0.5	0.5	4	3	10	0	1	1	1143	205	200+
2017_OBy_132_1,txt	graph	2	0.073	0.000	0.049	0.024	1	1.75	0.333333333	1.666666667	7	0	7	0	2	1	1011	171	150+
2017_OBy_141_1,txt	graph	2	0.095	0.000	0.071	0.048	1	2.25	1	0.428571429	0	0	8	0	0	0	789	124	100+
2017_OBy_147_1,txt	graph	2	0.056	0.037	0.037	0.019	1	2	0.5	0.416666667	3	2	0	0	0	7	1237	203	200+
2017_OBy_167_1,txt	graph	2	0.032	0.081	0.032	0.081	1	3.25	0.153846154	0.615384615	1	3	2	0	7	6	1200	191	150+
2017_OBy_24_1,txt	graph	2	0.000	0.022	0.065	0.065	1	3.5	0.444444444	0.888888889	0	2	8	0	3	0	1015	165	150+
2017_OBy_30_1,txt	graph	2	0.026	0.154	0.077	0.000	1	2.5	0.266666667	1.133333333	5	1	8	0	7	0	887	150	150+
2017_OBy_41_1,txt	graph	2	0.000	0.057	0.132	0.038	1	1.75	0.333333333	0.333333333	0	0	2	0	12	7	1005	160	150+
2017_OBy_42_1,txt	graph	2	0.000	0.069	0.034	0.000	1	2.75	0.3	0.8	1	1	4	0	5	0	630	101	100+
2017_OBy_64_1,txt	graph	2	0.000	0.182	0.030	0.030	1	2	0.444444444	0.777777778	2	0	9	0	3	1	747	127	100+
2017_VSa_104_1,txt	graph	2	0.000	0.000	0.069	0.034	1	2	0.222222222	1	6	0	4	0	1	0	809	154	150+
2017_VSa_26_1,txt	graph	2	0.042	0.021	0.021	0.021	1	5	0.117647059	0.764705882	2	0	7	0	12	0	1071	183	150+
2017_VSa_75_1,txt	graph	2	0.143	0.071	0.071	0.071	1	1.75	0.307692308	0.461538462	8	0	2	0	1	0	1022	199	150+
2017_VSa_98_1,txt	graph	2	0.020	0.061	0.061	0.122	1	4.25	0.333333333	1.583333333	5	2	14	0	4	1	1288	238	200+
2019_EEr_153_1,txt	graph	2	0.000	0.000	0.094	0.000	1	3.25	0.421052632	0.210526316	5	3	4	0	4	3	1043	192	150+
2019_EEr_165_1,txt	graph	2	0.038	0.058	0.096	0.038	1	3	0.538461538	0.461538462	6	1	5	0	1	0	1051	183	150+
2019_EEr_175_1,txt	graph	2	0.000	0.000	0.024	0.024	1	3.25	0.5	1	1	2	1	0	2	0	887	159	150+
2019_EEr_274_1,txt	graph	2	0.044	0.022	0.067	0.044	1	3.75	0.642857143	0.571428571	3	0	4	0	1	4	924	170	150+
2019_EEr_275_1,txt	graph	2	0.000	0.000	0.033	0.016	1	3.75	0.411764706	0.882352941	3	1	1	0	7	8	1241	217	200+
2019_EEr_300_1,txt	graph	2	0.065	0.000	0.152	0.022	1	4.5	0.444444444	0.5	4	2	7	0	4	5	1193	198	150+
2019_EEr_304_1,txt	graph	2	0.000	0.000	0.122	0.041	1	4.25	0.3125	1.3125	2	4	14	0	8	1	1111	202	200+
2014_AAl_10_1,txt	graph	1	0.030	0.152	0.000	0.091	0	3.25	0.230769231	1.076923077	6	5	3	0	3	7	947	177	150+
2014_AAl_12_1,txt	graph	1	0.045	0.076	0.015	0.045	0	5.75	0.357142857	0.678571429	9	3	8	0	13	4	1538	280	250+
2014_AAl_23_1,txt	graph	1	0.034	0.069	0.000	0.069	0	5.5	0.357142857	0.428571429	2	2	8	0	5	1	828	156	150+
2014_AAl_35_1,txt	graph	1	0.000	0.151	0.000	0.082	0	3	0.304347826	0.652173913	4	7	4	0	6	10	1336	245	200+
2014_AAl_6_1,txt	graph	1	0.031	0.125	0.094	0.156	0	2	0.125	1.25	5	1	3	0	4	0	763	143	100+
2014_ADe_14_1,txt	graph	1	0.056	0.042	0.042	0.042	0	3.25	0.368421053	0.578947368	0	8	4	0	4	10	1305	232	200+
2014_ADe_7_1,txt	graph	1	0.116	0.070	0.047	0.093	0	2.5	0.352941176	0.235294118	6	4	2	0	2	1	967	174	150+
2014_ADe_9_1,txt	graph	1	0.074	0.037	0.000	0.074	0	2.75	0.363636364	0.636363636	4	3	4	0	0	0	657	128	100+
2014_AMe_10_1,txt	graph	1	0.000	0.036	0.000	0.036	0	0.5	0.571428571	0.714285714	1	0	5	0	2	0	651	94	<100
2014_AMe_15_1,txt	graph	1	0.000	0.023	0.070	0.023	0	3	0.5	0.8	2	2	1	0	2	9	896	142	100+
2014_AMe_16_1,txt	graph	1	0.000	0.054	0.054	0.018	0	2	0.727272727	1.090909091	2	0	4	0	2	8	1231	201	200+
2014_AMe_17_1,txt	graph	1	0.000	0.024	0.049	0.049	0	3.25	0.75	0.583333333	0	1	3	0	2	10	1002	157	150+
2014_AMe_21_1,txt	graph	1	0.043	0.043	0.043	0.021	0	2.5	0.5	1.25	1	1	12	0	5	1	1214	207	200+
2014_AMe_22_1,txt	graph	1	0.000	0.000	0.029	0.029	0	2.5	0.666666667	0.583333333	2	0	2	0	3	11	813	130	100+
2014_AMe_7_1,txt	graph	1	0.000	0.000	0.029	0.000	0	3	0.25	0.8125	8	2	5	0	3	1	821	142	100+
2014_ASt_16_1,txt	graph	1	0.074	0.074	0.000	0.111	0	3	0.692307692	0.384615385	1	1	6	2	3	0	976	185	150+
2014_ASt_17_1,txt	graph	1	0.000	0.000	0.059	0.029	0	3.5	0.333333333	0.916666667	4	0	6	0	4	1	911	165	150+
2014_ASt_18_1,txt	graph	1	0.000	0.098	0.039	0.059	0	4	0.4	0.333333333	8	2	5	0	10	10	1364	245	200+
2014_ASt_30_1,txt	graph	1	0.105	0.158	0.053	0.000	0	2.75	0.714285714	0.785714286	1	0	14	0	3	1	985	167	150+
